date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:57:47	209675/209675	---M--	200	added ('OK')	image/jpeg	etag:%223330b-61255b4ddf185%22	https://www.residentevil.com/village/assets/images-jp/topics/psvr2/img11.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images-jp/topics/psvr2/img11.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:47	43206/43206	---M--	200	added ('OK')	image/jpeg	etag:%22a8c6-61255b4e14902%22	https://www.residentevil.com/village/assets/images/topics/ps-upgrade/img01.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/ps-upgrade/img01.jpg	(from https://www.residentevil.com/village/en-asia/topics/ps-upgrade/)
02:57:47	4884/4884	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%221314-612452212d261%22	https://www.residentevil.com/village/en-asia/topics/upgrade/	E:/Httracks/FYP/www.residentevil.com/village/en-asia/topics/upgrade/index.html	(from https://www.residentevil.com/village/en-asia/topics/ps-upgrade/)
02:57:48	204040/204040	---M--	200	added ('OK')	image/jpeg	etag:%2231d08-61255b4ddf56e%22	https://www.residentevil.com/village/assets/images-jp/topics/psvr2/img12.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images-jp/topics/psvr2/img12.jpg	(from https://www.residentevil.com/village/en-asia/topics/psvr2/)
02:57:48	13368/13368	---M-Z	200	added ('OK')	text/css	etag:%223438-61255b4daeffa-gzip%22	https://www.residentevil.com/village/assets/css/page/locations.css	E:/Httracks/FYP/www.residentevil.com/village/assets/css/page/locations.css	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:48	33124/33124	---M--	200	added ('OK')	image/jpeg	etag:%228164-61255b4e14902%22	https://www.residentevil.com/village/assets/images/topics/ps-upgrade/img02.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/topics/ps-upgrade/img02.jpg	(from https://www.residentevil.com/village/en-asia/topics/ps-upgrade/)
02:57:48	4209/4209	---M-Z	200	added ('OK')	application/javascript	etag:%221071-61255b4e223c3-gzip%22	https://www.residentevil.com/village/assets/js/page/layer.js	E:/Httracks/FYP/www.residentevil.com/village/assets/js/page/layer.js	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:51	102686/102686	---M--	200	added ('OK')	image/jpeg	etag:%221911e-61255b4dfaaf0%22	https://www.residentevil.com/village/assets/images/locations/village_img01.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img01.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:51	52301/52301	---M--	200	added ('OK')	image/jpeg	etag:%22cc4d-61255b4dfd9d0%22	https://www.residentevil.com/village/assets/images/locations/village_img13.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img13.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:52	44818/44818	---M--	200	added ('OK')	image/jpeg	etag:%22af12-61255b4dfddb8%22	https://www.residentevil.com/village/assets/images/locations/village_img15.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img15.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:53	211787/211787	---M--	200	added ('OK')	image/jpeg	etag:%2233b4b-61255b4dfd9d0%22	https://www.residentevil.com/village/assets/images/locations/village_img14.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img14.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:54	64381/64381	---M--	200	added ('OK')	image/jpeg	etag:%22fb7d-61255b4dfddb8%22	https://www.residentevil.com/village/assets/images/locations/village_img16.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img16.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:56	77090/77090	---M--	200	added ('OK')	image/jpeg	etag:%2212d22-61255b4dfe1a0%22	https://www.residentevil.com/village/assets/images/locations/village_img18.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img18.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:57	268493/268493	---M--	200	added ('OK')	image/jpeg	etag:%22418cd-61255b4dfe1a0%22	https://www.residentevil.com/village/assets/images/locations/village_img17.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img17.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:57	66328/66328	---M--	200	added ('OK')	image/jpeg	etag:%2210318-61255b4dfe1a0%22	https://www.residentevil.com/village/assets/images/locations/village_img19.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img19.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:57	63411/63411	---M--	200	added ('OK')	image/jpeg	etag:%22f7b3-61255b4dfe588%22	https://www.residentevil.com/village/assets/images/locations/village_img20.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img20.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:58	108505/108505	---M--	200	added ('OK')	image/jpeg	etag:%221a7d9-61255b4dfe588%22	https://www.residentevil.com/village/assets/images/locations/village_img21.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img21.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:59	82275/82275	---M--	200	added ('OK')	image/jpeg	etag:%2214163-61255b4dfe588%22	https://www.residentevil.com/village/assets/images/locations/village_img22.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img22.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:57:59	610953/610953	---M--	200	added ('OK')	image/jpeg	etag:%2295289-61255b4dff528%22	https://www.residentevil.com/village/assets/images/locations/village_mv.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_mv.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:00	136121/136121	---M--	200	added ('OK')	image/jpeg	etag:%22213b9-61255b4dfb2c0%22	https://www.residentevil.com/village/assets/images/locations/village_img05.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img05.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:00	119596/119596	---M--	200	added ('OK')	image/jpeg	etag:%221d32c-61255b4dfb2c0%22	https://www.residentevil.com/village/assets/images/locations/village_img04.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img04.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:01	209362/209362	---M--	200	added ('OK')	image/jpeg	etag:%22331d2-61255b4dfe970%22	https://www.residentevil.com/village/assets/images/locations/village_img23.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img23.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:03	106624/106624	---M--	200	added ('OK')	image/jpeg	etag:%221a080-61255b4dfba90%22	https://www.residentevil.com/village/assets/images/locations/village_img08.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img08.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:03	390500/390500	---M--	200	added ('OK')	image/jpeg	etag:%225f564-61255b4dfba90%22	https://www.residentevil.com/village/assets/images/locations/village_img06.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img06.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:03	361210/361210	---M--	200	added ('OK')	image/jpeg	etag:%22582fa-61255b4dfc260%22	https://www.residentevil.com/village/assets/images/locations/village_img09.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img09.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:04	137976/137976	---M--	200	added ('OK')	image/jpeg	etag:%2221af8-61255b4dfba90%22	https://www.residentevil.com/village/assets/images/locations/village_img07.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img07.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:06	132705/132705	---M--	200	added ('OK')	image/jpeg	etag:%2220661-61255b4dfc260%22	https://www.residentevil.com/village/assets/images/locations/village_img10.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img10.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:06	59167/59167	---M--	200	added ('OK')	image/jpeg	etag:%22e71f-61255b4dfc648%22	https://www.residentevil.com/village/assets/images/locations/village_img11.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img11.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:07	387179/387179	---M--	200	added ('OK')	image/jpeg	etag:%225e86b-61255b4dfd5e8%22	https://www.residentevil.com/village/assets/images/locations/village_img12.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_img12.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:08	57147/57147	---M--	200	added ('OK')	image/jpeg	etag:%22df3b-61255b4df9767%22	https://www.residentevil.com/village/assets/images/locations/settlement_img01.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img01.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:09	568304/568304	---M--	200	added ('OK')	image/jpeg	etag:%228abf0-61255b4dfaaf0%22	https://www.residentevil.com/village/assets/images/locations/settlement_mv.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_mv.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:10	77004/77004	---M--	200	added ('OK')	image/jpeg	etag:%2212ccc-61255b4df9767%22	https://www.residentevil.com/village/assets/images/locations/settlement_img02.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img02.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:10	219061/219061	---M--	200	added ('OK')	image/jpeg	etag:%22357b5-61255b4df8baf%22	https://www.residentevil.com/village/assets/images/locations/castle_mv.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_mv.jpg	(from https://www.residentevil.com/village/en-asia/locations/village.html)
02:58:11	36534/36534	---M--	200	added ('OK')	image/jpeg	etag:%228eb6-61255b4df9b4f%22	https://www.residentevil.com/village/assets/images/locations/settlement_img04.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img04.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:11	314107/314107	---M--	200	added ('OK')	image/jpeg	etag:%224cafb-61255b4df9b4f%22	https://www.residentevil.com/village/assets/images/locations/settlement_img03.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img03.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:12	110471/110471	---M--	200	added ('OK')	image/jpeg	etag:%221af87-61255b4df9b4f%22	https://www.residentevil.com/village/assets/images/locations/settlement_img05.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img05.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:12	61724/61724	---M--	200	added ('OK')	image/jpeg	etag:%22f11c-61255b4df9f38%22	https://www.residentevil.com/village/assets/images/locations/settlement_img07.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img07.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:13	183508/183508	---M--	200	added ('OK')	image/jpeg	etag:%222ccd4-61255b4df9f38%22	https://www.residentevil.com/village/assets/images/locations/settlement_img06.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img06.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:14	66402/66402	---M--	200	added ('OK')	image/jpeg	etag:%2210362-61255b4dfa320%22	https://www.residentevil.com/village/assets/images/locations/settlement_img08.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/settlement_img08.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:15	124328/124328	---M--	200	added ('OK')	image/jpeg	etag:%221e5a8-61255b4dfed58%22	https://www.residentevil.com/village/assets/images/locations/village_link.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/village_link.jpg	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:15	76422/76422	---M--	200	added ('OK')	image/jpeg	etag:%2212a86-61255b4df7827%22	https://www.residentevil.com/village/assets/images/locations/castle_img01.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img01.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
02:58:15	60160/60160	---M--	200	added ('OK')	image/jpeg	etag:%22eb00-61255b4df7827%22	https://www.residentevil.com/village/assets/images/locations/castle_img02.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img02.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
02:58:16	189396/189396	---M--	200	added ('OK')	image/jpeg	etag:%222e3d4-61255b4df7c0f%22	https://www.residentevil.com/village/assets/images/locations/castle_img03.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img03.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
02:58:16	96681/96681	---M--	200	added ('OK')	image/jpeg	etag:%22179a9-61255b4df7c0f%22	https://www.residentevil.com/village/assets/images/locations/castle_img04.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img04.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
02:58:17	71254/71254	---M--	200	added ('OK')	image/jpeg	etag:%2211656-61255b4df7ff7%22	https://www.residentevil.com/village/assets/images/locations/castle_img05.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img05.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
02:58:17	127379/127379	---M--	200	added ('OK')	image/jpeg	etag:%221f193-61255b4df7ff7%22	https://www.residentevil.com/village/assets/images/locations/castle_img06.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img06.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
02:58:18	895786/895786	---M--	200	added ('OK')	image/png	etag:%22dab2a-61255b4df937f%22	https://www.residentevil.com/village/assets/images/locations/creature_mv.png	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/creature_mv.png	(from https://www.residentevil.com/village/en-asia/locations/settlement.html)
02:58:18	70073/70073	---M--	200	added ('OK')	image/jpeg	etag:%22111b9-61255b4df83df%22	https://www.residentevil.com/village/assets/images/locations/castle_img07.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img07.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
02:58:19	8436/8436	---M-Z	200	added ('OK')	text/css	etag:%2220f4-61255b4daeffa-gzip%22	https://www.residentevil.com/village/assets/css/page/mercenaries.css	E:/Httracks/FYP/www.residentevil.com/village/assets/css/page/mercenaries.css	(from https://www.residentevil.com/village/en-asia/mercenaries/)
02:58:19	79514/79514	---M--	200	added ('OK')	image/jpeg	etag:%221369a-61255b4df83df%22	https://www.residentevil.com/village/assets/images/locations/castle_img08.jpg	E:/Httracks/FYP/www.residentevil.com/village/assets/images/locations/castle_img08.jpg	(from https://www.residentevil.com/village/en-asia/locations/castle.html)
